Assigned Name,Round number,Effort,Random Draw,Performance,Effort2,Random Draw2,Performance2,Participated1,Participated2,Win1,Win2,Round Payoff,Selected round,Selected Payment,Converted Payment,Beta,Non-Exc,Group id,Group members,Decision Time,Session Code,Action Log,Mini Test,Timeout or not?
Participant 12,Round: 3,2.1,-4.41,10.43,,,,1,-,0,-,7.9,14,0.0,0.0,36.8,Exc,125,12/3--No,11.0,20/07/2021 08:31:23,S:0.1=T5-S:1.5=T5-S:1.8=T5-S:2.3=T5-S:2.4=T5-S:2.5=T6-S:2.6=T6-S:2.7=T6-S:2.8=T6-S:2.9=T6-S:3.1=T6-S:3.4=T6-S:3.6=T6-S:3.8=T6-S:3.9=T6-S:4.2=T6-S:4.3=T6-S:4.5=T6-S:4.8=T6-S:5=T6-S:5.1=T7-S:2.1=T10--,-,--
Participant 13,Round: 3,9.9,36.05,81.9,,,,1,-,1,-,30.1,14,0.0,0.0,36.8,Exc,119,13/18--Yes,13.0,20/07/2021 08:31:23,S:0.1=T4-S:1.2=T4-S:2.1=T4-S:3.3=T4-S:4.8=T4-S:6.6=T4-S:8.1=T4-S:9=T4-S:9.2=T4-S:9.4=T4-S:9.6=T4-S:9.5=T5-S:9.4=T5-S:9.3=T5-S:9.2=T5-S:9.1=T6-S:9.2=T7-S:9.3=T8-S:9.4=T8-S:9.5=T8-S:9.6=T8-S:9.7=T8-S:9.8=T9-S:9.9=T9-S:9.8=T10-S:9.9=T10--,-,--
Participant 14,Round: 3,8.0,16.12,57.71,,,,1,-,1,-,32.0,14,0.0,0.0,36.8,Exc,124,14/7--Yes,32.0,20/07/2021 08:31:23,S:0.1=T2-S:0.8=T2-S:0.9=T2-S:1.3=T2-S:1.5=T2-S:1.9=T2-S:2.1=T2-S:2.2=T2-S:2.5=T2-S:2.7=T2-S:2.8=T2-S:3.1=T2-S:3.2=T3-S:3.3=T3-S:3.4=T3-S:3.5=T3-S:3.6=T3-S:3.7=T3-S:3.9=T3-S:4.1=T3-S:4.2=T3-S:4.3=T3-S:4.4=T3-S:4.5=T3-S:4.6=T3-S:4.7=T3-S:5=T3-S:5.1=T3-S:5.2=T4-S:5.3=T4-S:5.4=T4-S:5.5=T4-S:5.6=T4-S:5.7=T4-S:5.8=T4-S:5.9=T4-S:6=T4-S:6.1=T4-S:6.2=T4-S:6.3=T4-S:6.4=T4-S:6.5=T4-S:6.6=T4-S:6.7=T4-S:6.8=T4-S:6.9=T5-S:7=T5-S:7.1=T28-S:7.2=T28-S:7.3=T28-S:7.4=T28-S:7.5=T28-S:7.6=T28-S:7.7=T29-S:7.8=T29-S:7.9=T29-S:8=T30--,-,--
Participant 15,Round: 3,5.3,-25.63,7.72,,,,1,-,0,-,4.7,14,0.0,0.0,36.8,Exc,122,15/16--No,9.0,20/07/2021 08:31:23,S:0.1=T4-S:1.3=T4-S:2.2=T4-S:3.1=T4-S:3.7=T4-S:3.8=T4-S:4=T4-S:4.3=T4-S:4.4=T4-S:4.5=T4-S:4.6=T4-S:5.1=T4-S:5.2=T4-S:5.3=T7--,-,--
Participant 16,Round: 3,10.0,-28.4,17.66,,,,1,-,1,-,30.0,14,0.0,0.0,36.8,Exc,122,16/15--Yes,25.0,20/07/2021 08:31:23,S:9.6=T15-S:9.7=T15-S:10=T24--,-,--
Participant 17,Round: 3,4.1,12.99,41.21,,,,1,-,0,-,5.9,14,0.0,0.0,36.8,Exc,121,17/22--No,15.0,20/07/2021 08:31:23,S:0.1=T7-S:1.4=T7-S:2.5=T7-S:2.8=T7-S:2.9=T10-S:3=T10-S:3.1=T10-S:3.2=T10-S:3.3=T10-S:3.4=T10-S:3.5=T10-S:3.6=T11-S:3.7=T11-S:3.8=T11-S:3.9=T13-S:4.1=T13--,-,--
Participant 18,Round: 3,4.1,-8.13,20.09,,,,1,-,0,-,5.9,14,0.0,0.0,36.8,Exc,119,18/13--No,4.0,20/07/2021 08:31:23,S:4.1=T3--,-,--
Participant 19,Round: 3,4.0,1.79,29.51,,,,1,-,0,-,6.0,14,0.0,0.0,36.8,Exc,117,19/6--No,15.0,20/07/2021 08:31:23,S:3.1=T4-M:3=T8-S:4.1=T12-M:4=T13--,-,--
Participant 20,Round: 3,6.0,-4.32,31.51,,,,1,-,0,-,4.0,14,0.0,0.0,36.8,Exc,116,20/9--No,15.0,20/07/2021 08:31:23,S:0.1=T2-S:0.3=T2-S:2=T2-S:3.6=T2-S:4.1=T2-S:4.7=T2-S:5.4=T2-S:6=T2-S:6.4=T3-S:7=T3-S:7.4=T3-S:7.7=T3-S:7.9=T3-S:8=T3-S:8.1=T3-S:8.2=T3-S:8.1=T5-S:8=T11-S:7.9=T11-S:7.8=T11-S:7.7=T11-S:7.6=T11-S:7.5=T11-S:7.4=T12-S:7.3=T12-S:7.2=T12-S:7.1=T12-S:7=T12-S:6.9=T12-S:6.8=T12-S:6.7=T13-S:6.6=T13-S:6.3=T13-S:6.2=T13-S:6.1=T13-S:6=T13--,-,--
Participant 21,Round: 3,2.3,25.58,42.24,,,,1,-,0,-,7.7,14,0.0,0.0,36.8,Exc,120,21/11--No,9.0,20/07/2021 08:31:23,S:2.3=T2--,-,--
Participant 22,Round: 3,3.0,35.82,57.79,,,,1,-,1,-,37.0,14,0.0,0.0,36.8,Exc,121,22/17--Yes,8.0,20/07/2021 08:31:23,S:0.1=T5-S:1.6=T5-S:2.4=T5-S:3.1=T5-S:3=T7--,-,--
Participant 1,Round: 4,1.5,-2.24,5.87,,,,1,-,0,-,8.5,14,0.0,0.0,36.8,Exc,135,1/6--No,14.0,20/07/2021 08:31:23,S:0.1=T5-S:0.5=T5-S:0.6=T5-S:0.9=T5-S:1=T5-S:1.2=T5-S:1.3=T6-S:1.4=T7-S:1.5=T7--,-,--
Participant 2,Round: 4,6.0,-31.65,4.18,,,,1,-,0,-,4.0,14,0.0,0.0,36.8,Exc,134,2/5--No,15.0,20/07/2021 08:31:23,S:6=T13--,-,--
Participant 3,Round: 4,10.0,34.82,80.88,,,,1,-,1,-,30.0,14,0.0,0.0,36.8,Exc,132,3/16--Yes,9.0,20/07/2021 08:31:23,S:0.1=T7-S:0.9=T8-S:1.4=T8-S:2.5=T8-S:3.6=T8-S:4.6=T8-S:5.7=T8-S:6.6=T8-S:7.1=T8-S:8=T8-S:9.2=T8-S:10=T8--,-,--
Participant 4,Round: 4,8.8,12.14,55.63,,,,1,-,1,-,31.2,14,0.0,0.0,36.8,Exc,136,4/7--Yes,15.0,20/07/2021 08:31:23,S:0.2=T2-S:3.1=T3-S:6.9=T3-S:9.9=T3-S:10=T3-S:9.9=T9-S:9.6=T10-S:9.3=T10-S:9.2=T10-S:9.1=T10-S:9=T10-S:8.9=T10-S:8.8=T10--,-,--
Participant 5,Round: 4,6.0,12.69,48.53,,,,1,-,1,-,34.0,14,0.0,0.0,36.8,Exc,134,5/2--Yes,27.0,20/07/2021 08:31:23,S:6.1=T25-S:6=T25--,-,--
Participant 6,Round: 4,8.2,16.56,58.64,,,,1,-,1,-,31.8,14,0.0,0.0,36.8,Exc,135,6/1--Yes,9.0,20/07/2021 08:31:23,S:0.1=T3-S:0.6=T3-S:0.9=T3-S:1.4=T4-S:1.9=T4-S:2.1=T4-S:2.3=T4-S:2.7=T4-S:3.1=T4-S:3.6=T4-S:3.9=T4-S:4.1=T4-S:4.3=T4-S:4.7=T4-S:5.2=T4-S:5.5=T4-S:6=T4-S:6.4=T4-S:6.6=T4-S:6.9=T4-S:7.1=T4-S:7.3=T4-S:7.4=T4-S:7.6=T4-S:7.7=T4-S:7.8=T4-S:7.9=T4-S:8=T5-S:8.2=T5--,-,--
Participant 7,Round: 4,5.0,12.68,44.87,,,,1,-,0,-,5.0,14,0.0,0.0,36.8,Exc,136,7/4--No,63.0,20/07/2021 08:31:23,S:0.1=T5-S:1.9=T5-S:2.7=T6-S:3.3=T6-S:3.7=T6-S:3.9=T6-S:4=T6-S:4.3=T6-S:4.5=T6-S:4.6=T6-S:4.7=T6-S:4.8=T6-S:4.9=T6-S:5.1=T6-S:5.2=T6-M:5.1=T35-M:5=T37--,-,--
Participant 8,Round: 4,6.5,31.07,68.5,,,,1,-,1,-,33.5,14,0.0,0.0,36.8,Exc,126,8/12--Yes,15.0,20/07/2021 08:31:23,S:7=T6-S:6.8=T9-S:6.7=T11-S:6.5=T13--,-,--
Participant 9,Round: 4,7.0,22.36,61.28,,,,1,-,1,-,33.0,14,0.0,0.0,36.8,Exc,129,9/14--Yes,10.0,20/07/2021 08:31:23,S:0.1=T3-S:2.2=T3-S:4.7=T3-S:5.8=T3-S:6.4=T3-S:7=T3-S:7.6=T3-S:7.7=T3-S:7.6=T3-S:7.4=T3-S:7.3=T3-S:7.2=T4-S:7.1=T5-M:7=T8--,-,--
Participant 10,Round: 4,9.0,-13.64,30.3,,,,1,-,0,-,1.0,14,0.0,0.0,36.8,Exc,128,10/17--No,6.0,20/07/2021 08:31:23,S:0.1=T2-S:0.7=T2-S:1.6=T2-S:2.7=T2-S:3.8=T2-S:4.7=T2-S:5.3=T2-S:5.8=T2-S:6.2=T3-S:6.9=T3-S:7.3=T3-S:8.2=T3-S:8.7=T3-S:8.8=T3-S:8.9=T3-S:9=T3-S:9.1=T3-S:9.2=T3-S:9.1=T3-S:9=T4--,-,--
Participant 11,Round: 4,10.0,-4.64,41.41,,,,1,-,1,-,30.0,14,0.0,0.0,36.8,Exc,127,11/20--Yes,24.0,20/07/2021 08:31:23,S:0.1=T4-S:2.4=T4-S:5.4=T4-S:6.7=T4-S:6.9=T4-S:7=T4-S:7.1=T4-S:7.7=T4-S:8.5=T4-S:8.8=T4-S:8.9=T4-S:9.4=T4-S:9.8=T5-S:9.9=T5-S:9.8=T5-S:9.6=T5-S:9.5=T5-S:9.4=T5-S:9.3=T5-S:9.4=T5-S:9.6=T5-S:9.7=T5-S:9.8=T6-S:9.9=T6-S:10=T6-S:9.9=T11-S:9.8=T11-S:9.7=T12-S:9.6=T12-S:9.5=T12-S:9.4=T12-S:9.5=T13-S:9.6=T15-S:9.7=T15-S:9.8=T15-S:9.9=T15-S:10=T15--,-,--
Participant 12,Round: 4,7.1,18.2,57.4,,,,1,-,0,-,2.9,14,0.0,0.0,36.8,Exc,126,12/8--No,16.0,20/07/2021 08:31:23,S:0.1=T6-S:1.7=T6-S:3.3=T6-S:4.1=T6-S:4.7=T6-S:4.8=T6-S:5.2=T6-S:5.6=T6-S:6.2=T6-S:6.7=T6-S:7.1=T6-S:7.4=T6-S:7.6=T6-S:7.7=T7-S:7.8=T7-S:7.9=T7-S:8=T7-S:8.1=T8-S:8=T9-S:7.9=T9-S:7.7=T9-S:7.5=T9-S:7.4=T9-S:7.3=T9-S:7.2=T9-S:7.1=T10-S:7=T11-S:7.1=T12--,-,--
Participant 13,Round: 4,9.9,-9.18,36.68,,,,1,-,0,-,0.1,14,0.0,0.0,36.8,Exc,131,13/21--No,30.0,20/07/2021 08:31:23,S:0.1=T3-S:4.7=T3-S:6.2=T4-S:8.1=T4-S:9.5=T4-S:9.7=T4-S:9.8=T4-S:9.9=T4-S:10=T4-S:9.9=T5--,-,--
Participant 14,Round: 4,3.0,33.42,55.39,,,,1,-,0,-,7.0,14,0.0,0.0,36.8,Exc,129,14/9--No,33.0,20/07/2021 08:31:23,S:0.1=T2-S:0.2=T3-S:0.3=T3-S:0.4=T3-S:0.5=T3-S:0.6=T3-S:0.7=T3-S:0.8=T3-S:0.9=T3-S:1=T3-S:1.1=T3-S:1.2=T4-S:1.3=T6-S:1.4=T6-S:1.6=T6-S:1.8=T6-S:1.9=T6-S:2=T6-S:2.1=T7-S:2.2=T7-S:2.3=T7-S:2.2=T9-S:2.1=T10-S:2.2=T12-S:2.3=T16-S:2.4=T16-S:2.5=T16-S:2.6=T16-S:2.7=T16-S:2.8=T16-S:2.9=T16-S:3=T16-S:3.1=T17-S:3.2=T17-S:3.1=T18-S:2.8=T18-S:2=T18-S:0.7=T18-S:0=T18-S:0.1=T24-S:0.9=T24-S:1.7=T24-S:2.4=T24-S:2.7=T24-S:2.8=T24-S:2.7=T24-S:2.6=T24-S:2.5=T24-S:2.4=T25-S:2.3=T25-S:2.2=T26-S:2.3=T28-S:2.4=T28-S:2.5=T28-S:2.6=T29-S:2.7=T29-S:2.8=T29-S:2.9=T30-S:3.2=T30-S:3.1=T30-S:3=T31--,-,--
Participant 15,Round: 4,2.5,9.59,27.92,,,,1,-,1,-,37.5,14,0.0,0.0,36.8,Exc,130,15/18--Yes,27.0,20/07/2021 08:31:23,S:0.2=T4-S:3.4=T4-S:7.1=T4-S:8.3=T4-S:8.6=T4-S:8.5=T4-S:7.9=T4-S:7.6=T4-S:7.5=T4-S:7.4=T4-S:7.3=T4-S:7.2=T5-S:7.3=T8-S:7.4=T8-S:7.5=T9-S:7.4=T16-S:6.6=T16-S:6.2=T16-S:5.5=T16-S:5.3=T16-S:5.1=T16-S:4.9=T16-S:4.8=T16-S:4.7=T16-S:4.8=T16-S:4.9=T16-S:5.2=T16-S:5.3=T16-S:5.4=T16-S:5.3=T17-S:5.2=T17-S:4.9=T17-S:4.7=T17-S:4.4=T17-S:4.3=T17-S:4.2=T17-S:4.1=T17-S:4=T17-S:3.8=T17-S:3.6=T17-S:3.5=T17-S:3.4=T17-S:3.3=T17-S:3=T17-S:2.8=T17-S:2.7=T23-S:2.6=T23-S:2.5=T25--,-,--
Participant 16,Round: 4,10.0,-33.41,12.64,,,,1,-,0,-,0.0,14,0.0,0.0,36.8,Exc,132,16/3--No,23.0,20/07/2021 08:31:23,S:10=T22--,-,--
Participant 17,Round: 4,5.7,3.83,38.64,,,,1,-,1,-,34.3,14,0.0,0.0,36.8,Exc,128,17/10--Yes,22.0,20/07/2021 08:31:23,S:0.1=T19-S:1.5=T19-S:3.4=T19-S:3.9=T20-S:4.3=T20-S:4.7=T20-S:5=T20-S:5.1=T20-S:5.5=T20-S:5.7=T20--,-,--
Participant 18,Round: 4,4.7,-22.27,8.68,,,,1,-,0,-,5.3,14,0.0,0.0,36.8,Exc,130,18/15--No,24.0,20/07/2021 08:31:23,S:4.1=T4-S:4.6=T5-S:4.2=T7-S:4.6=T8-S:8.1=T13-S:5.1=T15-S:4.7=T22--,-,--
Participant 19,Round: 4,3.0,7.0,28.97,,,,1,-,1,-,37.0,14,0.0,0.0,36.8,Exc,133,19/22--Yes,5.0,20/07/2021 08:31:23,S:3.1=T2-M:3=T4--,-,--
Participant 20,Round: 4,6.3,-13.92,22.9,,,,1,-,0,-,3.7,14,0.0,0.0,36.8,Exc,127,20/11--No,41.0,20/07/2021 08:31:23,S:6.3=T38--,-,--
Participant 21,Round: 4,1.2,33.39,37.04,,,,1,-,1,-,38.8,14,0.0,0.0,36.8,Exc,131,21/13--Yes,4.0,20/07/2021 08:31:23,S:1.2=T2--,-,--
Participant 22,Round: 4,3.0,-5.88,16.09,,,,1,-,0,-,7.0,14,0.0,0.0,36.8,Exc,133,22/19--No,8.0,20/07/2021 08:31:23,S:0.1=T3-S:1.9=T3-S:3.1=T3-S:3.2=T3-S:3.3=T3-S:3.2=T3-S:3.1=T4-S:3=T6--,-,--
Participant 1,Round: 5,3.0,22.47,44.44,,,,1,-,1,-,37.0,14,0.0,0.0,36.8,Exc,142,1/16--Yes,12.0,20/07/2021 08:31:23,P:0.1=T3-P:0.2=T4-P:0.3=T4-P:0.4=T4-P:0.5=T4-S:0.6=T6-S:1.1=T6-S:1.2=T6-S:1.3=T6-S:1.4=T6-S:1.5=T6-S:1.4=T8-S:1.7=T8-S:1.8=T8-S:1.9=T8-S:2=T8-S:2.1=T8-S:2.2=T8-S:2.3=T8-S:2.4=T8-S:2.5=T8-S:2.6=T8-S:2.7=T8-S:2.8=T9-S:2.9=T9-S:3=T9-S:3.1=T9-S:3.2=T9-S:3.3=T9-M:3.2=T11-M:3.1=T11-M:3=T11--,-,--
Participant 2,Round: 5,8.0,-9.5,32.09,,,,1,-,0,-,2.0,14,0.0,0.0,36.8,Exc,139,2/3--No,19.0,20/07/2021 08:31:23,S:8=T7--,-,--
Participant 3,Round: 5,8.0,23.1,64.69,,,,1,-,1,-,32.0,14,0.0,0.0,36.8,Exc,139,3/2--Yes,18.0,20/07/2021 08:31:23,S:0.1=T5-S:0.2=T5-S:0.3=T5-S:0.4=T5-S:0.6=T5-S:0.8=T5-S:0.9=T5-S:1=T5-S:1.2=T5-S:1.4=T5-S:1.6=T5-S:1.7=T5-S:1.9=T5-S:2=T5-S:2.2=T5-S:2.4=T5-S:2.5=T5-S:2.6=T5-S:2.7=T6-S:2.9=T6-S:3=T6-S:3.1=T6-S:3.3=T6-S:3.5=T6-S:3.7=T6-S:3.8=T6-S:3.9=T6-S:4.1=T6-S:4.3=T6-S:4.5=T6-S:4.7=T6-S:4.8=T6-S:4.9=T6-S:5=T6-S:5.1=T6-S:5.2=T6-S:5.3=T12-S:5.4=T12-S:5.5=T12-S:5.6=T13-S:5.7=T13-S:5.8=T13-S:5.9=T13-S:6=T13-S:6.1=T13-S:6.2=T13-S:6.3=T13-S:6.4=T13-S:6.5=T13-S:6.6=T13-S:6.7=T13-S:6.8=T13-S:6.9=T13-S:7=T13-S:7.1=T14-S:7.2=T14-S:7.3=T14-S:7.4=T14-S:7.5=T14-S:7.6=T14-S:7.7=T14-S:7.8=T14-S:7.9=T14-S:8=T14--,-,--
Participant 4,Round: 5,8.6,-7.0,36.03,,,,1,-,1,-,31.4,14,0.0,0.0,36.8,Exc,140,4/14--Yes,11.0,20/07/2021 08:31:23,S:0.1=T2-S:0.2=T2-S:1=T2-S:4.2=T2-S:5.9=T2-S:6.5=T2-S:7=T2-S:7.1=T3-S:7.4=T3-S:7.6=T3-S:7.7=T3-S:8.1=T3-S:8.2=T3-S:8.3=T3-S:8.4=T3-S:8.5=T3-S:8.6=T4--,-,--
Participant 5,Round: 5,3.9,11.19,38.41,,,,1,-,1,-,36.1,14,0.0,0.0,36.8,Exc,145,5/7--Yes,26.0,20/07/2021 08:31:23,S:3=T5-S:3.1=T21-S:3.2=T22-S:3.3=T22-S:3.4=T23-S:3.5=T23-S:3.6=T24-S:3.7=T24-S:3.8=T24-S:3.9=T24--,-,--
Participant 6,Round: 5,7.8,-32.69,8.39,,,,1,-,0,-,2.2,14,0.0,0.0,36.8,Exc,138,6/15--No,15.0,20/07/2021 08:31:23,S:0.1=T10-S:0.6=T10-S:0.9=T10-S:1.3=T10-S:1.7=T10-S:2.3=T10-S:2.9=T10-S:3.6=T10-S:3.8=T10-S:4=T10-S:4.1=T10-S:4.4=T10-S:4.9=T10-S:5.3=T10-S:5.7=T10-S:6.1=T10-S:6.4=T11-S:6.5=T11-S:6.6=T11-S:6.7=T11-S:6.9=T11-S:7.2=T11-S:7.5=T11-S:7.7=T11-S:7.8=T11-S:7.9=T11-S:7.8=T12--,-,--
Participant 7,Round: 5,1.2,15.39,19.04,,,,1,-,0,-,8.8,14,0.0,0.0,36.8,Exc,145,7/5--No,67.0,20/07/2021 08:31:23,S:0.1=T5-S:0.2=T5-S:0.9=T5-S:1.8=T5-S:3.4=T5-S:4.2=T5-S:5.1=T5-S:5.9=T5-S:6.6=T5-S:7.1=T6-S:7.5=T6-S:7.7=T6-S:7.8=T6-S:7.9=T6-S:8=T6-S:8.1=T6-S:8=T10-S:4.6=T11-S:3.4=T11-S:2.8=T11-S:2.3=T11-S:1.9=T11-S:1.3=T11-S:0.8=T11-S:0.5=T11-S:0.4=T11-S:0.5=T11-S:0.8=T11-S:0.9=T11-S:1=T11-S:1.1=T11-S:1.2=T11--,-,--
Participant 8,Round: 5,6.3,-28.45,8.36,,,,1,-,0,-,3.7,14,0.0,0.0,36.8,Exc,147,8/10--No,9.0,20/07/2021 08:31:23,S:6.2=T4-P:6.3=T6--,-,--
Participant 9,Round: 5,7.0,12.43,51.34,,,,1,-,1,-,33.0,14,0.0,0.0,36.8,Exc,141,9/21--Yes,14.0,20/07/2021 08:31:23,S:0.1=T4-S:2.2=T4-S:3.1=T4-S:4=T4-S:4.6=T4-S:5=T4-S:5.2=T5-S:5.4=T5-S:5.8=T5-S:6=T5-S:6.3=T5-S:6.6=T5-S:6.7=T5-S:6.9=T5-S:7=T5-S:7.1=T5-M:7=T8--,-,--
Participant 10,Round: 5,8.0,-31.37,10.22,,,,1,-,1,-,32.0,14,0.0,0.0,36.8,Exc,147,10/8--Yes,9.0,20/07/2021 08:31:23,S:0.1=T2-S:0.6=T3-S:1.4=T3-S:2.4=T3-S:3.4=T3-S:4.2=T3-S:5=T3-S:6.2=T3-S:6.6=T3-S:6.8=T3-S:7=T3-S:7.1=T3-S:7.5=T3-S:7.6=T3-S:7.7=T4-S:7.8=T4-S:7.9=T4-S:8=T4-S:8.1=T4-M:8=T7--,-,--
Participant 11,Round: 5,10.0,-16.31,29.74,,,,1,-,1,-,30.0,14,0.0,0.0,36.8,Exc,137,11/17--Yes,15.0,20/07/2021 08:31:23,S:0.3=T13-S:7.5=T13-S:10=T13--,-,--
Participant 12,Round: 5,0.1,-1.84,-47.89,,,,1,-,0,-,9.9,14,0.0,0.0,36.8,Exc,144,12/22--No,10.0,20/07/2021 08:31:23,S:0.1=T7--,-,--
Participant 13,Round: 5,8.0,3.77,45.36,,,,1,-,1,-,32.0,14,0.0,0.0,36.8,Exc,146,13/19--Yes,14.0,20/07/2021 08:31:23,S:0.1=T6-S:1.4=T6-S:2.3=T6-S:3.2=T6-S:3.7=T6-S:4.4=T6-S:4.7=T6-S:5.2=T6-S:5.4=T6-S:5.5=T6-S:5.8=T6-S:6=T6-S:6.3=T6-S:6.5=T6-S:6.6=T6-S:6.8=T6-S:7=T6-S:7.3=T6-S:7.5=T6-S:7.7=T6-S:7.6=T7-S:7.7=T11-S:7.8=T11-S:7.9=T12-S:8=T12--,-,--
Participant 14,Round: 5,4.5,-9.9,20.19,,,,1,-,0,-,5.5,14,0.0,0.0,36.8,Exc,140,14/4--No,9.0,20/07/2021 08:31:23,S:0.1=T3-S:0.6=T3-S:0.7=T3-S:0.8=T3-S:1=T4-S:1.1=T4-S:1.2=T4-S:1.4=T4-S:1.6=T4-S:1.7=T4-S:1.8=T4-S:1.9=T4-S:2=T4-S:2.1=T4-S:2.2=T4-S:2.3=T4-S:2.4=T4-S:2.5=T4-S:2.6=T4-S:2.7=T4-S:2.8=T5-S:2.9=T5-S:3=T5-S:3.1=T5-S:3.2=T5-S:3.3=T5-S:3.4=T5-S:3.5=T5-S:3.6=T5-S:3.7=T6-S:3.8=T6-S:3.9=T6-S:4=T6-S:4.1=T6-S:4.2=T6-S:4.3=T6-S:4.4=T6-S:4.5=T6--,-,--
Participant 15,Round: 5,3.0,21.05,43.02,,,,1,-,1,-,37.0,14,0.0,0.0,36.8,Exc,138,15/6--Yes,11.0,20/07/2021 08:31:23,S:0.1=T5-S:1.2=T5-S:1.7=T5-S:1.9=T5-S:2.1=T5-S:2.3=T5-S:2.9=T5-S:3.1=T5-S:3=T9--,-,--
Participant 16,Round: 5,10.0,-16.55,29.5,,,,1,-,0,-,0.0,14,0.0,0.0,36.8,Exc,142,16/1--No,47.0,20/07/2021 08:31:23,S:10=T17--,-,--
Participant 17,Round: 5,7.4,-17.25,22.78,,,,1,-,0,-,2.6,14,0.0,0.0,36.8,Exc,137,17/11--No,44.0,20/07/2021 08:31:23,S:0.3=T38-S:2.1=T38-S:3=T38-S:4.1=T38-S:4.6=T38-S:5.3=T38-S:5.5=T38-S:5.8=T38-S:6=T38-S:6.5=T38-S:6.9=T38-S:7.3=T38-P:7.4=T41--,-,--
Participant 18,Round: 5,4.2,10.29,38.99,,,,1,-,0,-,5.8,14,0.0,0.0,36.8,Exc,143,18/20--No,8.0,20/07/2021 08:31:23,S:5.1=T4-S:4.2=T5--,-,--
Participant 19,Round: 5,3.0,-7.33,14.64,,,,1,-,0,-,7.0,14,0.0,0.0,36.8,Exc,146,19/13--No,7.0,20/07/2021 08:31:23,S:3.1=T2-M:3=T4--,-,--
Participant 20,Round: 5,6.3,21.36,58.17,,,,1,-,1,-,33.7,14,0.0,0.0,36.8,Exc,143,20/18--Yes,21.0,20/07/2021 08:31:23,S:6.3=T10--,-,--
Participant 21,Round: 5,1.5,22.23,30.34,,,,1,-,0,-,8.5,14,0.0,0.0,36.8,Exc,141,21/9--No,22.0,20/07/2021 08:31:23,S:1.2=T5-S:1.5=T20--,-,--
Participant 22,Round: 5,3.0,-35.48,-13.51,,,,1,-,1,-,37.0,14,0.0,0.0,36.8,Exc,144,22/12--Yes,7.0,20/07/2021 08:31:23,S:0.1=T3-S:0.9=T3-S:1.2=T3-S:1.4=T3-S:1.8=T3-S:1.9=T3-S:2=T3-S:2.3=T3-S:2.8=T3-S:3=T3-S:3.1=T4-S:3=T5--,-,--
Participant 1,Round: 6,3.5,-13.05,12.0,,,,1,-,1,-,36.5,14,0.0,0.0,36.8,Exc,150,1/7--Yes,6.0,20/07/2021 08:31:23,S:0.1=T2-S:0.3=T2-S:0.5=T2-S:0.8=T2-S:1.2=T2-S:1.6=T2-S:1.9=T2-S:2=T3-S:2.1=T3-S:2.2=T3-S:2.3=T3-S:2.4=T3-S:2.5=T3-S:2.6=T3-S:2.7=T3-S:2.8=T3-S:3=T3-S:3.1=T3-S:3.2=T3-S:3.3=T3-S:3.4=T3-S:3.5=T4--,-,--
Participant 2,Round: 6,10.0,-18.41,27.64,,,,1,-,1,-,30.0,14,0.0,0.0,36.8,Exc,148,2/19--Yes,15.0,20/07/2021 08:31:23,S:10=T13--,-,--
Participant 3,Round: 6,1.2,-3.05,0.6,,,,1,-,0,-,8.8,14,0.0,0.0,36.8,Exc,158,3/10--No,10.0,20/07/2021 08:31:23,S:0.1=T4-S:0.2=T4-S:0.3=T4-S:0.4=T4-S:0.5=T4-S:0.6=T4-S:0.7=T4-S:0.8=T4-S:0.9=T5-S:1=T5-S:1.1=T5-S:1.2=T6--,-,--
Participant 4,Round: 6,8.8,14.93,58.42,,,,1,-,1,-,31.2,14,0.0,0.0,36.8,Exc,152,4/22--Yes,6.0,20/07/2021 08:31:23,S:0.2=T2-S:2.6=T2-S:6.2=T2-S:8.8=T2-S:10=T2-S:9.8=T2-S:9.4=T3-S:9.1=T3-S:9=T3-S:8.9=T3-S:8.8=T4--,-,--
Participant 5,Round: 6,4.4,6.56,36.2,,,,1,-,0,-,5.6,14,0.0,0.0,36.8,Exc,156,5/14--No,7.0,20/07/2021 08:31:23,S:4.4=T5--,-,--
Participant 6,Round: 6,8.4,7.04,49.6,,,,1,-,1,-,31.6,14,0.0,0.0,36.8,Exc,153,6/17--Yes,9.0,20/07/2021 08:31:23,S:0.1=T4-S:0.3=T4-S:0.7=T4-S:1.2=T4-S:1.6=T5-S:1.8=T5-S:2.1=T5-S:2.6=T5-S:3.2=T5-S:3.5=T5-S:3.9=T5-S:4.2=T5-S:4.7=T5-S:5.2=T5-S:5.5=T5-S:5.7=T5-S:5.9=T5-S:6.1=T5-S:6.5=T5-S:6.8=T5-S:7=T5-S:7.2=T5-S:7.4=T5-S:7.5=T5-S:7.6=T5-S:7.8=T5-S:7.9=T5-S:8=T5-S:8.1=T6-S:8.2=T6-S:8.3=T6-S:8.4=T7--,-,--
Participant 7,Round: 6,3.1,-31.24,-8.61,,,,1,-,0,-,6.9,14,0.0,0.0,36.8,Exc,150,7/1--No,11.0,20/07/2021 08:31:23,S:0.1=T6-S:0.4=T6-S:1=T7-S:1.5=T7-S:1.9=T7-S:2.4=T7-S:2.6=T7-S:2.9=T7-S:3.2=T7-S:3.3=T7-S:3.5=T7-S:3.6=T7-S:3.5=T7-S:3.1=T7-S:2.9=T7-S:3=T8-S:3.1=T8--,-,--
